0.249404	0.568973	0.98	-0.98	-0.98
0.054801	0.661914	0.98	-0.98	-0.98
-0.664622	0.096573	0.98	-0.98	-0.98
-0.643982	-0.117464	0.98	-0.98	-0.98
0.597509	0.294375	0.98	-0.98	-0.98
-0.054028	0.612140	0.98	-0.98	-0.98
0.393827	0.134775	0.98	-0.98	-0.98
-0.460186	0.373785	0.98	-0.98	-0.98
0.265830	0.334643	0.98	-0.98	-0.98
0.254884	-0.647362	0.98	-0.98	-0.98
-0.649609	0.102355	0.98	-0.98	-0.98
0.528501	-0.061546	0.98	-0.98	-0.98
0.584055	0.012173	0.98	-0.98	-0.98
0.391072	-0.540971	0.98	-0.98	-0.98
0.494237	-0.482760	0.98	-0.98	-0.98
-0.650250	-0.082717	0.98	-0.98	-0.98
-0.385216	0.186772	0.98	-0.98	-0.98
0.511346	0.441139	0.98	-0.98	-0.98
-0.292633	0.318966	0.98	-0.98	-0.98
-0.140983	0.506494	0.98	-0.98	-0.98
-0.345821	0.256336	0.98	-0.98	-0.98
-0.376176	0.180001	0.98	-0.98	-0.98
0.339043	0.317900	0.98	-0.98	-0.98
-0.202261	-0.355958	0.98	-0.98	-0.98
0.276226	-0.293923	0.98	-0.98	-0.98
0.028956	0.606493	0.98	-0.98	-0.98
-0.404095	-0.248864	0.98	-0.98	-0.98
0.383068	0.503132	0.98	-0.98	-0.98
-0.266037	-0.327726	0.98	-0.98	-0.98
-0.465405	0.074690	0.98	-0.98	-0.98
-0.229547	-0.528505	0.98	-0.98	-0.98
-0.445120	-0.186077	0.98	-0.98	-0.98
-0.192228	0.374238	0.98	-0.98	-0.98
-0.356330	-0.506650	0.98	-0.98	-0.98
-0.045723	-0.575921	0.98	-0.98	-0.98
-0.278039	-0.432490	0.98	-0.98	-0.98
-0.551223	0.405807	0.98	-0.98	-0.98
0.261633	-0.458852	0.98	-0.98	-0.98
0.504319	-0.303848	0.98	-0.98	-0.98
0.397309	0.501063	0.98	-0.98	-0.98
0.093103	0.435930	0.98	-0.98	-0.98
-0.154067	0.488960	0.98	-0.98	-0.98
0.316252	0.520986	0.98	-0.98	-0.98
-0.433419	0.313536	0.98	-0.98	-0.98
0.308525	0.529936	0.98	-0.98	-0.98
0.620251	-0.235056	0.98	-0.98	-0.98
-0.306553	-0.379089	0.98	-0.98	-0.98
-0.498367	-0.450463	0.98	-0.98	-0.98
-0.301165	0.339126	0.98	-0.98	-0.98
0.399078	0.566052	0.98	-0.98	-0.98
0.583286	0.216182	0.98	-0.98	-0.98
0.412044	-0.546083	0.98	-0.98	-0.98
0.616790	0.265023	0.98	-0.98	-0.98
-0.508013	0.464317	0.98	-0.98	-0.98
0.444998	0.376054	0.98	-0.98	-0.98
0.517925	-0.059080	0.98	-0.98	-0.98
-0.221199	-0.643634	0.98	-0.98	-0.98
0.248120	-0.595730	0.98	-0.98	-0.98
0.019134	-0.490772	0.98	-0.98	-0.98
-0.649118	0.175665	0.98	-0.98	-0.98
-0.104552	0.435890	0.98	-0.98	-0.98
0.647045	0.143920	0.98	-0.98	-0.98
-0.343703	0.515995	0.98	-0.98	-0.98
-0.447568	0.254161	0.98	-0.98	-0.98
-0.382167	-0.176684	0.98	-0.98	-0.98
-0.184166	-0.539984	0.98	-0.98	-0.98
-0.380268	-0.399877	0.98	-0.98	-0.98
-0.270515	0.369103	0.98	-0.98	-0.98
-0.398182	-0.380768	0.98	-0.98	-0.98
-0.415822	0.458945	0.98	-0.98	-0.98
0.046542	-0.438126	0.98	-0.98	-0.98
0.697372	0.032230	0.98	-0.98	-0.98
-0.534390	-0.337962	0.98	-0.98	-0.98
0.463086	-0.354545	0.98	-0.98	-0.98
-0.590522	-0.276106	0.98	-0.98	-0.98
-0.468434	-0.036796	0.98	-0.98	-0.98
-0.656262	0.173200	0.98	-0.98	-0.98
0.103423	-0.534391	0.98	-0.98	-0.98
-0.059671	0.572874	0.98	-0.98	-0.98
-0.551388	0.333727	0.98	-0.98	-0.98
-0.456862	0.190761	0.98	-0.98	-0.98
-0.694930	-0.007397	0.98	-0.98	-0.98
-0.561965	-0.323122	0.98	-0.98	-0.98
0.401801	0.018606	0.98	-0.98	-0.98
0.090159	0.542111	0.98	-0.98	-0.98
0.368392	0.531954	0.98	-0.98	-0.98
-0.679398	-0.122678	0.98	-0.98	-0.98
0.082990	-0.498577	0.98	-0.98	-0.98
0.180721	-0.616217	0.98	-0.98	-0.98
0.556919	0.080592	0.98	-0.98	-0.98
0.518233	0.222410	0.98	-0.98	-0.98
0.465888	0.431330	0.98	-0.98	-0.98
-0.610191	-0.290924	0.98	-0.98	-0.98
-0.382739	0.455002	0.98	-0.98	-0.98
-0.447524	0.237323	0.98	-0.98	-0.98
-0.602917	0.012337	0.98	-0.98	-0.98
0.601310	-0.180498	0.98	-0.98	-0.98
0.349943	-0.470125	0.98	-0.98	-0.98
0.339757	0.219535	0.98	-0.98	-0.98
0.301013	0.335417	0.98	-0.98	-0.98
0.258026	-0.484353	0.98	-0.98	-0.98
-0.649861	0.031508	0.98	-0.98	-0.98
0.503038	0.418490	0.98	-0.98	-0.98
-0.637869	0.258321	0.98	-0.98	-0.98
-0.637187	-0.084069	0.98	-0.98	-0.98
0.580246	-0.027030	0.98	-0.98	-0.98
-0.596486	-0.023173	0.98	-0.98	-0.98
0.421164	-0.110598	0.98	-0.98	-0.98
-0.440688	0.339589	0.98	-0.98	-0.98
0.099474	0.413023	0.98	-0.98	-0.98
0.424657	0.434680	0.98	-0.98	-0.98
0.538184	0.395894	0.98	-0.98	-0.98
-0.660219	-0.166471	0.98	-0.98	-0.98
-0.046377	-0.659412	0.98	-0.98	-0.98
-0.473057	0.451006	0.98	-0.98	-0.98
-0.636537	-0.035700	0.98	-0.98	-0.98
0.543126	0.079315	0.98	-0.98	-0.98
0.112569	0.525909	0.98	-0.98	-0.98
0.503698	0.310914	0.98	-0.98	-0.98
0.027421	0.593631	0.98	-0.98	-0.98
0.415331	-0.062590	0.98	-0.98	-0.98
-0.318621	0.584914	0.98	-0.98	-0.98
-0.319441	-0.512693	0.98	-0.98	-0.98
0.681178	-0.079312	0.98	-0.98	-0.98
-0.183209	0.379206	0.98	-0.98	-0.98
0.343385	-0.569412	0.98	-0.98	-0.98
-0.420781	-0.241489	0.98	-0.98	-0.98
-0.394878	-0.194459	0.98	-0.98	-0.98
-0.429337	-0.033993	0.98	-0.98	-0.98
0.483746	0.412961	0.98	-0.98	-0.98
0.416873	0.016143	0.98	-0.98	-0.98
0.284824	0.617107	0.98	-0.98	-0.98
0.173656	-0.503417	0.98	-0.98	-0.98
0.598608	-0.185451	0.98	-0.98	-0.98
0.314240	0.420918	0.98	-0.98	-0.98
0.030974	-0.511883	0.98	-0.98	-0.98
-0.585983	-0.358162	0.98	-0.98	-0.98
-0.441022	0.087899	0.98	-0.98	-0.98
0.367090	0.289863	0.98	-0.98	-0.98
0.692263	-0.086627	0.98	-0.98	-0.98
-0.449415	0.183444	0.98	-0.98	-0.98
-0.577316	-0.193854	0.98	-0.98	-0.98
0.144285	-0.462367	0.98	-0.98	-0.98
0.041239	-0.474517	0.98	-0.98	-0.98
0.638887	0.143000	0.98	-0.98	-0.98
-0.084040	-0.507031	0.98	-0.98	-0.98
-0.413946	-0.479968	0.98	-0.98	-0.98
-0.610242	-0.265647	0.98	-0.98	-0.98
-0.238499	0.507954	0.98	-0.98	-0.98
0.108394	-0.643510	0.98	-0.98	-0.98
-0.111687	-0.546123	0.98	-0.98	-0.98
0.022876	-0.437421	0.98	-0.98	-0.98
0.432921	-0.283706	0.98	-0.98	-0.98
0.249152	0.551787	0.98	-0.98	-0.98
-0.518815	0.315235	0.98	-0.98	-0.98
-0.248133	-0.426050	0.98	-0.98	-0.98
0.216121	-0.484632	0.98	-0.98	-0.98
-0.466641	-0.370321	0.98	-0.98	-0.98
-0.381344	-0.463252	0.98	-0.98	-0.98
-0.252379	0.638054	0.98	-0.98	-0.98
0.404674	-0.008296	0.98	-0.98	-0.98
