0.308804	0.570018	-0.98	0.98	-0.98	-0.98	-0.98
-0.866444	-0.495304	-0.98	-0.98	0.98	-0.98	-0.98
-0.581322	-0.510443	-0.98	-0.98	0.98	-0.98	-0.98
-0.052063	-0.504308	-0.98	-0.98	-0.98	-0.98	0.98
0.879884	0.829993	-0.98	0.98	-0.98	-0.98	-0.98
0.167318	-0.298705	-0.98	-0.98	-0.98	0.98	-0.98
0.692708	-0.645321	-0.98	-0.98	-0.98	0.98	-0.98
0.458509	0.887353	-0.98	0.98	-0.98	-0.98	-0.98
-0.038650	-0.222708	-0.98	-0.98	-0.98	-0.98	0.98
0.874992	0.211299	-0.98	0.98	-0.98	-0.98	-0.98
-0.230152	-0.472368	-0.98	-0.98	0.98	-0.98	-0.98
0.342472	-0.763763	-0.98	-0.98	-0.98	0.98	-0.98
-0.473910	0.344714	0.98	-0.98	-0.98	-0.98	-0.98
-0.020322	-0.777308	-0.98	-0.98	-0.98	-0.98	0.98
-0.341951	0.118449	0.98	-0.98	-0.98	-0.98	-0.98
-0.583457	-0.548270	-0.98	-0.98	0.98	-0.98	-0.98
-0.515342	-0.579196	-0.98	-0.98	0.98	-0.98	-0.98
-0.167577	0.192902	0.98	-0.98	-0.98	-0.98	-0.98
0.248388	0.502358	-0.98	0.98	-0.98	-0.98	-0.98
-0.250604	-0.800524	-0.98	-0.98	0.98	-0.98	-0.98
0.895823	0.392483	-0.98	0.98	-0.98	-0.98	-0.98
-0.533984	0.175824	0.98	-0.98	-0.98	-0.98	-0.98
0.341853	0.223917	-0.98	0.98	-0.98	-0.98	-0.98
-0.616132	-0.627955	-0.98	-0.98	0.98	-0.98	-0.98
0.142381	0.943026	-0.98	0.98	-0.98	-0.98	-0.98
0.594856	0.300444	-0.98	0.98	-0.98	-0.98	-0.98
0.338110	0.977111	-0.98	0.98	-0.98	-0.98	-0.98
0.478314	-0.686623	-0.98	-0.98	-0.98	0.98	-0.98
-0.313649	0.345407	0.98	-0.98	-0.98	-0.98	-0.98
0.905430	-0.646877	-0.98	-0.98	-0.98	0.98	-0.98
0.271271	0.449484	-0.98	0.98	-0.98	-0.98	-0.98
0.518676	0.494947	-0.98	0.98	-0.98	-0.98	-0.98
-0.800982	0.381893	0.98	-0.98	-0.98	-0.98	-0.98
0.811205	-0.621845	-0.98	-0.98	-0.98	0.98	-0.98
-0.511810	0.806866	0.98	-0.98	-0.98	-0.98	-0.98
0.450874	-0.644788	-0.98	-0.98	-0.98	0.98	-0.98
-0.734901	0.644508	0.98	-0.98	-0.98	-0.98	-0.98
-0.263894	-0.421742	-0.98	-0.98	0.98	-0.98	-0.98
0.622908	-0.225452	-0.98	-0.98	-0.98	0.98	-0.98
0.885633	0.002541	-0.98	-0.98	-0.98	-0.98	0.98
0.523543	-0.048260	-0.98	-0.98	-0.98	-0.98	0.98
-0.502200	0.161095	0.98	-0.98	-0.98	-0.98	-0.98
0.794640	-0.550661	-0.98	-0.98	-0.98	0.98	-0.98
-0.609786	-0.013585	-0.98	-0.98	-0.98	-0.98	0.98
-0.397291	0.015083	-0.98	-0.98	-0.98	-0.98	0.98
