0.444258	0.795844	-0.98	0.98	-0.98	-0.98	-0.98
0.203868	-0.666610	-0.98	-0.98	-0.98	0.98	-0.98
0.926535	0.932717	-0.98	0.98	-0.98	-0.98	-0.98
0.452941	-0.233837	-0.98	-0.98	-0.98	0.98	-0.98
-0.366436	0.367344	0.98	-0.98	-0.98	-0.98	-0.98
0.876617	-0.091028	-0.98	-0.98	-0.98	-0.98	0.98
-0.980572	0.497169	0.98	-0.98	-0.98	-0.98	-0.98
0.450236	0.283164	-0.98	0.98	-0.98	-0.98	-0.98
-0.871522	-0.720161	-0.98	-0.98	0.98	-0.98	-0.98
0.921821	0.208012	-0.98	0.98	-0.98	-0.98	-0.98
0.780414	0.963007	-0.98	0.98	-0.98	-0.98	-0.98
0.635751	0.634591	-0.98	0.98	-0.98	-0.98	-0.98
0.404380	0.310702	-0.98	0.98	-0.98	-0.98	-0.98
-0.728946	0.723565	0.98	-0.98	-0.98	-0.98	-0.98
0.581919	-0.562691	-0.98	-0.98	-0.98	0.98	-0.98
-0.120642	-0.590827	-0.98	-0.98	0.98	-0.98	-0.98
0.020062	0.061816	-0.98	-0.98	-0.98	-0.98	0.98
-0.291719	0.515243	0.98	-0.98	-0.98	-0.98	-0.98
-0.933540	0.863951	0.98	-0.98	-0.98	-0.98	-0.98
-0.325328	0.304081	0.98	-0.98	-0.98	-0.98	-0.98
0.623745	0.691796	-0.98	0.98	-0.98	-0.98	-0.98
0.961942	-0.317029	-0.98	-0.98	-0.98	0.98	-0.98
-0.525038	-0.101246	-0.98	-0.98	0.98	-0.98	-0.98
-0.281948	-0.173836	-0.98	-0.98	0.98	-0.98	-0.98
-0.387412	0.957311	0.98	-0.98	-0.98	-0.98	-0.98
0.570162	0.020220	-0.98	-0.98	-0.98	-0.98	0.98
-0.144650	-0.760736	-0.98	-0.98	0.98	-0.98	-0.98
0.510578	0.899049	-0.98	0.98	-0.98	-0.98	-0.98
-0.259396	-0.850765	-0.98	-0.98	0.98	-0.98	-0.98
-0.163155	-0.033692	-0.98	-0.98	-0.98	-0.98	0.98
-0.026594	0.580848	-0.98	-0.98	-0.98	-0.98	0.98
-0.840131	0.817612	0.98	-0.98	-0.98	-0.98	-0.98
-0.239256	0.907486	0.98	-0.98	-0.98	-0.98	-0.98
-0.842863	-0.176839	-0.98	-0.98	0.98	-0.98	-0.98
0.000677	-0.775835	-0.98	-0.98	-0.98	-0.98	0.98
-0.263015	0.822509	0.98	-0.98	-0.98	-0.98	-0.98
0.541629	0.626930	-0.98	0.98	-0.98	-0.98	-0.98
0.892877	-0.103309	-0.98	-0.98	-0.98	0.98	-0.98
-0.968005	0.343870	0.98	-0.98	-0.98	-0.98	-0.98
-0.812835	0.173989	0.98	-0.98	-0.98	-0.98	-0.98
0.157454	-0.615823	-0.98	-0.98	-0.98	0.98	-0.98
0.957673	0.498374	-0.98	0.98	-0.98	-0.98	-0.98
-0.085580	0.114231	-0.98	-0.98	-0.98	-0.98	0.98
0.418383	-0.683582	-0.98	-0.98	-0.98	0.98	-0.98
-0.540050	0.215834	0.98	-0.98	-0.98	-0.98	-0.98
-0.063180	0.006214	-0.98	-0.98	-0.98	-0.98	0.98
0.380684	-0.450136	-0.98	-0.98	-0.98	0.98	-0.98
-0.214876	0.762532	0.98	-0.98	-0.98	-0.98	-0.98
0.039100	-0.701216	-0.98	-0.98	-0.98	-0.98	0.98
-0.178644	-0.686015	-0.98	-0.98	0.98	-0.98	-0.98
-0.080016	-0.770661	-0.98	-0.98	-0.98	-0.98	0.98
0.081594	0.072953	-0.98	-0.98	-0.98	-0.98	0.98
-0.963163	0.587074	0.98	-0.98	-0.98	-0.98	-0.98
-0.771171	0.451388	0.98	-0.98	-0.98	-0.98	-0.98
-0.076421	-0.553136	-0.98	-0.98	-0.98	-0.98	0.98
-0.337477	-0.748134	-0.98	-0.98	0.98	-0.98	-0.98
-0.316248	-0.321465	-0.98	-0.98	0.98	-0.98	-0.98
-0.978131	-0.721960	-0.98	-0.98	0.98	-0.98	-0.98
-0.842386	-0.280967	-0.98	-0.98	0.98	-0.98	-0.98
